번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
2539,구로구전역,개봉동 273-15,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 11길 81,서울특별시 구로구 개봉동 273-15,서울특별시 구로구청,02-860-2928,37.487839,126.851408,2020-10-27
2540,구로구전역,개봉3동 345-14,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉3동 345-14,서울특별시 구로구 개봉3동 345-14,서울특별시 구로구청,02-860-2928,37.488035,126.854684,2020-10-27
2541,구로구전역,개봉동 403-191,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 14,서울특별시 구로구 개봉동 403-191,서울특별시 구로구청,02-860-2928,37.486943,126.856451,2020-10-27
2542,구로구전역,개봉동 403-91,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 19,서울특별시 구로구 개봉동 403-91,서울특별시 구로구청,02-860-2928,37.487284,126.856275,2020-10-27
2543,구로구전역,개봉동 266,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 16길 30-11,서울특별시 구로구 개봉동 266,서울특별시 구로구청,02-860-2928,37.488725,126.858445,2020-10-27
2544,구로구전역,개봉동 403-56,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 55,서울특별시 구로구 개봉동 403-56,서울특별시 구로구청,02-860-2928,37.490781,126.855929,2020-10-27
2545,구로구전역,개봉동 403-65,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로 56,서울특별시 구로구 개봉동 403-65,서울특별시 구로구청,02-860-2928,37.490679,126.856063,2020-10-27
2546,구로구전역,개봉동 407-12,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉로20길 54,서울특별시 구로구 개봉동 407-12,서울특별시 구로구청,02-860-2928,37.493519,126.857081,2020-10-27
2547,구로구전역,개봉동 471,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로 95길 16,서울특별시 구로구 개봉동 471,서울특별시 구로구청,02-860-2928,37.493962,126.856609,2020-10-27
2548,구로구전역,고척동 134-33,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경서로 47,서울특별시 구로구 고척동 134-33,서울특별시 구로구청,02-860-2928,37.501741,126.859029,2020-10-27
2549,구로구전역,개봉동 376-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 개봉동 376-3,서울특별시 구로구 개봉동 376-3,서울특별시 구로구청,02-860-2928,37.483463,126.853967,2020-10-27
2550,구로구전역,개봉동 202-45,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로97길 12,서울특별시 구로구 개봉동 202-45,서울특별시 구로구청,02-860-2928,37.494253,126.858566,2020-10-27
2551,구로구전역,개봉동 202-45,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 남부순환로97길 12,서울특별시 구로구 개봉동 202-45,서울특별시 구로구청,02-860-2928,37.494253,126.858566,2020-10-27
2552,구로구전역,고척동 52-357,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 37,서울특별시 구로구 고척동 52-357,서울특별시 구로구청,02-860-2928,37.500741,126.863463,2020-10-27
2553,구로구전역,고척동 341-2일대,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로14길 19,서울특별시 구로구 고척동 341-2일대,서울특별시 구로구청,02-860-2928,37.504949,126.866221,2020-10-27
2554,구로구전역,고척동 63-1 고산초등학교,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 6,서울특별시 구로구 고척동 63-1 고산초등학교,서울특별시 구로구청,02-860-2928,37.498555,126.864826,2020-10-27
2555,구로구전역,고척동 77번지,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 26,서울특별시 구로구 고척동 77번지,서울특별시 구로구청,02-860-2928,37.50041803,126.863755,2020-10-27
2556,구로구전역,고척동 53-2번지,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 47길 47,서울특별시 구로구 고척동 53-2번지,서울특별시 구로구청,02-860-2928,37.500989,126.865744,2020-10-27
2557,구로구전역,고척동 62-160번지,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로47길 47 동양미래대학 앞 횡단보도,서울특별시 구로구 고척동 62-160번지,서울특별시 구로구청,02-860-2928,37.499723,126.867536,2020-10-27
2558,구로구전역,고척동 63-3,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로47길 47,서울특별시 구로구 고척동 63-3,서울특별시 구로구청,02-860-2928,37.499729,126.868386,2020-10-27
2559,구로구전역,고척동 63-19 고척스카이돔 외야석 출입구,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 430 고척스카이돔 외야석 출입구,서울특별시 구로구 고척동 63-19 고척스카이돔 외야석 출입구,서울특별시 구로구청,02-860-2928,37.499389,126.866535,2020-10-27
2560,구로구전역,고척동 76-88번지,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 47길 31,서울특별시 구로구 고척동 76-88번지,서울특별시 구로구청,02-860-2928,37.500246,126.866209,2020-10-27
2561,구로구전역,고척동 57-22,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로14나길 6-48,서울특별시 구로구 고척동 57-22,서울특별시 구로구청,02-860-2928,37.504991,126.866218,2020-10-27
2562,구로구전역,고척동 50-92,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 65,서울특별시 구로구 고척동 50-92,서울특별시 구로구청,02-860-2928,37.503326,126.862009,2020-10-27
2563,구로구전역,고척동 174-23,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 중앙로 76,서울특별시 구로구 고척동 174-23,서울특별시 구로구청,02-860-2928,37.504352,126.861549,2020-10-27
2564,구로구전역,개봉동 170-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로40길 11,서울특별시 구로구 개봉동 170-4,서울특별시 구로구청,02-860-2928,37.496721,126.860033,2020-10-27
2565,구로구전역,고척동 69-17,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 382,서울특별시 구로구 고척동 69-17,서울특별시 구로구청,02-860-2928,37.496406,126.8630823,2020-10-27
2566,구로구전역,고척동 66-26,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 46길 고원초등학교 정문,서울특별시 구로구 고척동 66-26,서울특별시 구로구청,02-860-2928,37.497338,126.864952,2020-10-27
2567,구로구전역,고척동 63-12,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 경인로 408,서울특별시 구로구 고척동 63-12,서울특별시 구로구청,02-860-2928,37.497747,126.864872,2020-10-27
2568,구로구전역,고척동 66-47,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 안양천로 545 고척스카이돔 농구장,서울특별시 구로구 고척동 66-47,서울특별시 구로구청,02-860-2928,37.496772,126.867216,2020-10-27
2569,구로구전역,고척동 66-47 고척스카이돔 가족공원,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 고척동 66-47 고척스카이돔 가족공원,서울특별시 구로구 고척동 66-47 고척스카이돔 가족공원,서울특별시 구로구청,02-860-2928,37.497223,126.867275,2020-10-27
2570,구로구전역,구로동 621-8 동양미래대학 앞 농구장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 621-8 동양미래대학 앞 농구장,서울특별시 구로구 구로동 621-8 동양미래대학 앞 농구장,서울특별시 구로구청,02-860-2928,37.500245,126.869492,2020-10-27
2571,구로구전역,구로동 621-8 동양미래대학 앞 체육시설,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 621-8 동양미래대학 앞 체육시설,서울특별시 구로구 구로동 621-8 동양미래대학 앞 체육시설,서울특별시 구로구청,02-860-2928,37.499794,126.869324,2020-10-27
2572,구로구전역,642-71 구일역 앞 농구장(안양천),서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 642-71 구일역 앞 농구장(안양천),서울특별시 구로구 642-71 구일역 앞 농구장(안양천),서울특별시 구로구청,02-860-2928,37.495164,126.870817,2020-10-27
2573,구로구전역,구로동 642-71 구일역 앞 족구장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 642-71 구일역 앞 족구장,서울특별시 구로구 구로동 642-71 구일역 앞 족구장,서울특별시 구로구청,02-860-2928,37.495768,126.870745,2020-10-27
2574,구로구전역,621-8 족구장 (안양천),서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 621-8 족구장 (안양천),서울특별시 구로구 621-8 족구장 (안양천),서울특별시 구로구청,02-860-2928,37.504716,126.873205,2020-10-27
2575,구로구전역,구로동 621-8 축구장B,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 621-8 축구장B,서울특별시 구로구 구로동 621-8 축구장B,서울특별시 구로구청,02-860-2928,37.503558,126.872851,2020-10-27
2576,구로구전역,621-8 농구장A (안양천),서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 621-8 농구장A (안양천),서울특별시 구로구 621-8 농구장A (안양천),서울특별시 구로구청,02-860-2928,37.502315,126.872392,2020-10-27
2577,구로구전역,구로동 621-8 축구장A,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 621-8 축구장A,서울특별시 구로구 구로동 621-8 축구장A,서울특별시 구로구청,02-860-2928,37.501217,126.871982,2020-10-27
2578,구로구전역,구로동 621-8 인라인스케이트장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2016-09,서울특별시 구로구 구로동 621-8 인라인스케이트장,서울특별시 구로구 구로동 621-8 인라인스케이트장,서울특별시 구로구청,02-860-2928,37.500196,126.871585,2020-10-27
2579,구로구전역,고척동 186-4,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 고척동 186-4,서울특별시 구로구 고척동 186-4,서울특별시 구로구청,02-860-2928,37.505533,126.856825,2020-10-27
2580,구로구전역,고척동 218-15,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 고척동 218-15,서울특별시 구로구 고척동 218-15,서울특별시 구로구청,02-860-2928,37.506269,126.855747,2020-10-27
2581,구로구전역,고척동 161-38,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-07,서울특별시 구로구 구로구 고척로52가길 22,서울특별시 구로구 고척동 161-38,서울특별시 구로구청,02-860-2928,37.503845,126.854458,2020-10-27
2582,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.482734,126.823911,2020-10-27
2583,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.483032,126.822806,2020-10-27
2584,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.482283,126.823339,2020-10-27
2585,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.485127,126.8236679,2020-10-27
2586,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484335,126.824318,2020-10-27
2587,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484782,126.823299,2020-10-27
2588,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484041,126.822382,2020-10-27
2589,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484101,126.826497,2020-10-27
2590,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.483211,126.825199,2020-10-27
2591,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.484799,126.826523,2020-10-27
2592,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.485297,126.827135,2020-10-27
2593,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.48196969,126.825359,2020-10-27
2594,푸른수목원,항동 81-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로구 연동로 240(푸른수목원),서울특별시 구로구 항동 81-1,서울특별시 구로구청,02-860-2928,37.485003,126.827677,2020-10-27
2595,푸른수목원,구로3동 1131-1,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 시흥대로 535,서울특별시 구로구 구로3동 1131-1,서울특별시 구로구청,02-860-2928,37.481479,126.899327,2020-10-27
2596,푸른수목원,구로3동 1127,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 디지털로32다길 14,서울특별시 구로구 구로3동 1127,서울특별시 구로구청,02-860-2928,37.482388,126.899999,2020-10-27
2597,푸른수목원,오류2동 156-26,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 오류로8나길 18,서울특별시 구로구 오류2동 156-26,서울특별시 구로구청,02-860-2928,37.490347,126.841535,2020-10-27
2598,푸른수목원,오류2동 182-22,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 오리로1158,서울특별시 구로구 오류2동 182-22,서울특별시 구로구청,02-860-2928,37.487368,126.838306,2020-10-27
2599,푸른수목원,온수동 51-2,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 경인로3길60,서울특별시 구로구 온수동 51-2,서울특별시 구로구청,02-860-2928,37.492091,126.824234,2020-10-27
2600,구로구전역,구로2동 621-10,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로2동 621-10,서울특별시 구로구 구로2동 621-10,서울특별시 구로구청,02-860-2928,37.505212,126.873665,2020-10-27
2601,구로구전역,구로1동 689-7,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구로1동 689-7,서울특별시 구로구 구로1동 689-7,서울특별시 구로구청,02-860-2928,37.490031,126.874573,2020-10-27
2602,구로구전역,구로동 685-222,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 65,서울특별시 구로구 구로동 685-222,서울특별시 구로구청,02-860-2928,37.495019,126.874847,2020-10-27
2603,구로구전역,오류동 18-87,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 고척로 62-5,서울특별시 구로구 오류동 18-87,서울특별시 구로구청,02-860-2928,37.499328,126.841543,2020-10-27
2604,구로구전역,고척동 330,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 중앙로15길 132-17,서울특별시 구로구 고척동 330,서울특별시 구로구청,02-860-2928,37.509191,126.853613,2020-10-27
2605,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
2606,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
2607,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
2608,구로구전역,구로동 435 구로구청,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435 구로구청,서울특별시 구로구청,02-860-2928,37.49582991,126.887512,2020-10-27
2609,구로구전역,신도림동 270-8,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 신도림동 270-8,서울특별시 구로구 신도림동 270-8,서울특별시 구로구청,02-860-2928,37.513888,126.882858,2020-10-27
2610,구로구전역,구로동 685-214,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 58,서울특별시 구로구 구로동 685-214,서울특별시 구로구청,02-860-2928,37.493015,126.875764,2020-10-27
2611,구로구전역,구로동 685-214,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 구일로4길 58,서울특별시 구로구 구로동 685-214,서울특별시 구로구청,02-860-2928,37.493015,126.875764,2020-10-27
2612,구로구전역,개봉2동 261-6,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2017-09,서울특별시 구로구 개봉로16가길 17,서울특별시 구로구 개봉2동 261-6,서울특별시 구로구청,02-860-2928,37.490967,126.856511,2020-10-27
2613,버스정류소,"07-304, 07-305",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 용마산로 615,서울특별시 중랑구 신내1동 418-3,서울특별시 중랑구청,02-2094-0543,37.6062115,127.0994756,2020-12-24
2614,버스정류소,"07-273, 07-274",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 신내로 71,서울특별시 중랑구 신내2동 559-2,서울특별시 중랑구청,02-2094-0543,37.6055393,127.0952068,2020-12-24
2615,버스정류소,"07-267, 07-268",서울특별시,중랑구,관공서,중랑구청,PublicWiFi_Bus@Jungnang,2019-02,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.60638889,127.0938889,2020-12-24
2616,서울장미축제장,장미전망대,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구,서울특별시 중랑구 묵2동 375,서울특별시 중랑구청,02-2094-0543,37.61555556,127.0736111,2020-12-24
2617,서울장미축제장,장미신전,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 286,서울특별시 중랑구 묵2동 385,서울특별시 중랑구청,02-2094-0543,37.61055556,127.0730556,2020-12-24
2618,서울장미축제장,게이트6(장미갤러리),서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 258,서울특별시 중랑구 묵2동 242-43,서울특별시 중랑구청,02-2094-0543,37.60777778,127.0730556,2020-12-24
2619,서울장미축제장,제1연육교,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구,서울특별시 중랑구 중화2동 381-2,서울특별시 중랑구청,02-2094-0543,37.60444444,127.0719444,2020-12-24
2620,서울장미축제장,치수과CCTV,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 226,서울특별시 중랑구 묵2동 248-66,서울특별시 중랑구청,02-2094-0543,37.60388889,127.0730556,2020-12-24
2621,서울장미축제장,매점앞조명탑,서울특별시,중랑구,관공서,중랑구청,SeoulRoseTunnel@Jungnang,2019-05,서울특별시 중랑구 중랑천로 226,서울특별시 중랑구 묵2동 248-66,서울특별시 중랑구청,02-2094-0543,37.6048585,127.0733333,2020-12-24
2622,동부골목시장,삼원부동산,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 동일로109길 49,서울특별시 중랑구 면목2동 183-68,서울특별시 중랑구청,02-2094-0543,37.59138889,127.0774513,2020-12-24
2623,동부골목시장,청춘한쌍,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 42,서울특별시 중랑구 면목2동 185-5,서울특별시 중랑구청,02-2094-0543,37.59222222,127.0769444,2020-12-24
2624,동부골목시장,선물의집,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 24,서울특별시 중랑구 상봉2동 130-7,서울특별시 중랑구청,02-2094-0543,37.59277778,127.0769444,2020-12-24
2625,동부골목시장,올리브영,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 망우로32길 6,서울특별시 중랑구 상봉2동 130-127,서울특별시 중랑구청,02-2094-0543,37.59277778,127.0769444,2020-12-24
2626,동원전통종합시장,시장입구,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로 45,서울특별시 중랑구 면목본동 74-4,서울특별시 중랑구청,02-2094-0543,37.59055556,127.0936111,2020-12-24
2627,동원전통종합시장,시장중간입구,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 겸재로 2,서울특별시 중랑구 면목본동 103-18,서울특별시 중랑구청,02-2094-0543,37.58944444,127.0916667,2020-12-24
2628,동원전통종합시장,파리바게트면목점,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 겸재로 181,서울특별시 중랑구 면목본동 102-19,서울특별시 중랑구청,02-2094-0543,37.58833333,127.0877778,2020-12-24
2629,동원전통종합시장,김장금김치,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 3,서울특별시 중랑구 면목본동 74-2,서울특별시 중랑구청,02-2094-0543,37.59027778,127.0930556,2020-12-24
2630,동원전통종합시장,동원건어물,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 18,서울특별시 중랑구 면목본동 86-23,서울특별시 중랑구청,02-2094-0543,37.59055556,127.0930556,2020-12-24
2631,동원전통종합시장,동원회직판장,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 36,서울특별시 중랑구 면목본동 100-9,서울특별시 중랑구청,02-2094-0543,37.58972222,127.0916667,2020-12-24
2632,동원전통종합시장,BYC,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2019-05,서울특별시 중랑구 상봉로11길 47,서울특별시 중랑구 면목본동 103-13,서울특별시 중랑구청,02-2094-0543,37.58972222,127.0908333,2020-12-24
2633,장미축제장,9번게이트(중화수경공원),서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 중랑천로 204,서울특별시 중랑구 중화2동 331-127,서울특별시 중랑구청,02-2094-0543,37.60295868,127.0743942,2020-12-24
2634,장미축제장,10번게이트(이화교인근),서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 동일로123길 125,서울특별시 중랑구 중화2동 328-62,서울특별시 중랑구청,02-2094-0543,37.60005987,127.0737691,2020-12-24
2635,서울중랑워터파크,서울중랑워터파크1,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.582682,127.076881,2020-12-24
2636,서울중랑워터파크,서울중랑워터파크2,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.582113,127.077369,2020-12-24
2637,서울중랑워터파크,서울중랑워터파크3,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 면목5동 727-24,서울특별시 중랑구청,02-2094-0543,37.581512,127.077765,2020-12-24
2638,구민녹지광장,데크,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.6063046,127.0931523,2020-12-24
2639,구민녹지광장,중앙,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내2동 662,서울특별시 중랑구청,02-2094-0543,37.6063046,127.0931523,2020-12-24
2640,신내어울공원,신내어울공원,서울특별시,중랑구,관공서,중랑구청,PublicWiFi@Jungnang,2020-04,서울특별시 중랑구,서울특별시 중랑구 신내1동 315-5,서울특별시 중랑구청,02-2094-0543,37.61392995,127.0983043,2020-12-24
2641,구로디지털단지,지밸리켄벤션센터 앞,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2015-09,서울특별시 구로구 디지털로 300,서울특별시 구로구 구로동 188-25,서울특별시 구로구청,02-860-2928,37.484927,126.896538,2020-10-27
